ResponseId,variable,value,picture_order,side,action_nr,actor,actions,action_short,attention_response,attention_correct_x,attention_correct_y,IPAddress,BirthYear,Ethnicity,Gender,Age,Rating,Actor,Action
R_2wRFGlu5HeDZsbd,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,12.198.49.139,1992,White,Male,29.0,0,robot,Refuse Dinner
R_2wRFGlu5HeDZsbd,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,12.198.49.139,1992,White,Male,29.0,1,nurse,No TV
R_2wRFGlu5HeDZsbd,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,12.198.49.139,1992,White,Male,29.0,0,robot,No TV
R_1rPJO1tNwDKjAQ6,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,63.75.254.28,1992,White,Male,29.0,1,nurse,Accept
R_1rPJO1tNwDKjAQ6,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,63.75.254.28,1992,White,Male,29.0,0,robot,Accept
R_1rPJO1tNwDKjAQ6,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,63.75.254.28,1992,White,Male,29.0,1,nurse,Notify Trusted
R_1rPJO1tNwDKjAQ6,Q3_2_2,Unsure,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Unsure,True,1.0,63.75.254.28,1992,White,Male,29.0,0,robot,Notify Trusted
R_1rPJO1tNwDKjAQ6,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,63.75.254.28,1992,White,Male,29.0,1,nurse,Notify Doctor
R_1rPJO1tNwDKjAQ6,Q3_2_3,Unsure,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,63.75.254.28,1992,White,Male,29.0,0,robot,Notify Doctor
R_1rPJO1tNwDKjAQ6,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,63.75.254.28,1992,White,Male,29.0,1,nurse,Repeat
R_1rPJO1tNwDKjAQ6,Q3_2_4,Unsure,Q3,2,4,robot,repeat the request to take the medication,Repeat,Unsure,True,1.0,63.75.254.28,1992,White,Male,29.0,0,robot,Repeat
R_1rPJO1tNwDKjAQ6,Q3_1_5,Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,63.75.254.28,1992,White,Male,29.0,1,nurse,Refuse Dinner
R_1rPJO1tNwDKjAQ6,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,63.75.254.28,1992,White,Male,29.0,0,robot,Refuse Dinner
R_1rPJO1tNwDKjAQ6,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,1.0,63.75.254.28,1992,White,Male,29.0,1,nurse,No TV
R_1rPJO1tNwDKjAQ6,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,Unsure,True,1.0,63.75.254.28,1992,White,Male,29.0,0,robot,No TV
R_2TnPw0h0B3zE1IL,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,-1,nurse,Accept
R_2TnPw0h0B3zE1IL,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,0,robot,Accept
R_2TnPw0h0B3zE1IL,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,1,nurse,Notify Trusted
R_2TnPw0h0B3zE1IL,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,1,robot,Notify Trusted
R_2TnPw0h0B3zE1IL,Q3_1_3,Unsure,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Unsure,True,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,0,nurse,Notify Doctor
R_2TnPw0h0B3zE1IL,Q3_2_3,Unsure,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,False,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,0,robot,Notify Doctor
R_2TnPw0h0B3zE1IL,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,1,nurse,Repeat
R_2TnPw0h0B3zE1IL,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,1,robot,Repeat
R_2TnPw0h0B3zE1IL,Q3_1_5,Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,1,nurse,Refuse Dinner
R_2TnPw0h0B3zE1IL,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,0,robot,Refuse Dinner
R_2TnPw0h0B3zE1IL,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,1,nurse,No TV
R_2TnPw0h0B3zE1IL,Q3_2_6,Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,Permissible,True,0.8333333333333334,24.254.218.60,1990,White,Male,31.0,1,robot,No TV
R_2q3QnCb6O4GBkAP,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,174.246.16.199,1954,White,Female,67.0,-1,nurse,Accept
R_2q3QnCb6O4GBkAP,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,174.246.16.199,1954,White,Female,67.0,-1,robot,Accept
R_2q3QnCb6O4GBkAP,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,174.246.16.199,1954,White,Female,67.0,1,nurse,Notify Trusted
R_2q3QnCb6O4GBkAP,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,174.246.16.199,1954,White,Female,67.0,1,robot,Notify Trusted
R_2q3QnCb6O4GBkAP,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,174.246.16.199,1954,White,Female,67.0,1,nurse,Notify Doctor
R_2q3QnCb6O4GBkAP,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,174.246.16.199,1954,White,Female,67.0,1,robot,Notify Doctor
R_2q3QnCb6O4GBkAP,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,174.246.16.199,1954,White,Female,67.0,1,nurse,Repeat
R_2q3QnCb6O4GBkAP,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,174.246.16.199,1954,White,Female,67.0,1,robot,Repeat
R_2q3QnCb6O4GBkAP,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,174.246.16.199,1954,White,Female,67.0,-1,nurse,Refuse Dinner
R_2q3QnCb6O4GBkAP,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,174.246.16.199,1954,White,Female,67.0,-1,robot,Refuse Dinner
R_2q3QnCb6O4GBkAP,Q3_1_6,Unsure,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,174.246.16.199,1954,White,Female,67.0,0,nurse,No TV
R_2q3QnCb6O4GBkAP,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,174.246.16.199,1954,White,Female,67.0,0,robot,No TV
R_2dmPcfPZMTjpkcV,Q3_1_1,Unsure,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,64.62.219.194,1991,White,Male,30.0,0,nurse,Accept
R_2dmPcfPZMTjpkcV,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,64.62.219.194,1991,White,Male,30.0,-1,robot,Accept
R_2dmPcfPZMTjpkcV,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,64.62.219.194,1991,White,Male,30.0,1,nurse,Notify Trusted
R_2dmPcfPZMTjpkcV,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,64.62.219.194,1991,White,Male,30.0,1,robot,Notify Trusted
R_2dmPcfPZMTjpkcV,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,64.62.219.194,1991,White,Male,30.0,1,nurse,Notify Doctor
R_2dmPcfPZMTjpkcV,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,64.62.219.194,1991,White,Male,30.0,1,robot,Notify Doctor
R_2dmPcfPZMTjpkcV,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,64.62.219.194,1991,White,Male,30.0,1,nurse,Repeat
R_2dmPcfPZMTjpkcV,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,64.62.219.194,1991,White,Male,30.0,1,robot,Repeat
R_2dmPcfPZMTjpkcV,Q3_1_5,Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Permissible,True,1.0,64.62.219.194,1991,White,Male,30.0,1,nurse,Refuse Dinner
R_2dmPcfPZMTjpkcV,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,64.62.219.194,1991,White,Male,30.0,-1,robot,Refuse Dinner
R_2dmPcfPZMTjpkcV,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,1.0,64.62.219.194,1991,White,Male,30.0,1,nurse,No TV
R_2dmPcfPZMTjpkcV,Q3_2_6,Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,Permissible,True,1.0,64.62.219.194,1991,White,Male,30.0,1,robot,No TV
R_9GKwMvIP4ibG6YN,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,176.234.128.198,1989,White,Male,32.0,-1,nurse,Accept
R_9GKwMvIP4ibG6YN,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,176.234.128.198,1989,White,Male,32.0,-1,robot,Accept
R_9GKwMvIP4ibG6YN,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,176.234.128.198,1989,White,Male,32.0,1,nurse,Notify Trusted
R_9GKwMvIP4ibG6YN,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,176.234.128.198,1989,White,Male,32.0,1,robot,Notify Trusted
R_9GKwMvIP4ibG6YN,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,176.234.128.198,1989,White,Male,32.0,1,nurse,Notify Doctor
R_9GKwMvIP4ibG6YN,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,176.234.128.198,1989,White,Male,32.0,1,robot,Notify Doctor
R_9GKwMvIP4ibG6YN,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,176.234.128.198,1989,White,Male,32.0,1,nurse,Repeat
R_9GKwMvIP4ibG6YN,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,176.234.128.198,1989,White,Male,32.0,1,robot,Repeat
R_9GKwMvIP4ibG6YN,Q3_1_5,Unsure,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,176.234.128.198,1989,White,Male,32.0,0,nurse,Refuse Dinner
R_9GKwMvIP4ibG6YN,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,176.234.128.198,1989,White,Male,32.0,0,robot,Refuse Dinner
R_9GKwMvIP4ibG6YN,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,1.0,176.234.128.198,1989,White,Male,32.0,1,nurse,No TV
R_9GKwMvIP4ibG6YN,Q3_2_6,Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,Permissible,True,1.0,176.234.128.198,1989,White,Male,32.0,1,robot,No TV
R_2RPbA3Rfx2dBlEj,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Permissible,True,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,1,nurse,Accept
R_2RPbA3Rfx2dBlEj,Q3_2_1,Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Permissible,True,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,1,robot,Accept
R_2RPbA3Rfx2dBlEj,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Unsure,False,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,1,nurse,Notify Trusted
R_2RPbA3Rfx2dBlEj,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,1,robot,Notify Trusted
R_2RPbA3Rfx2dBlEj,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,1,nurse,Notify Doctor
R_2RPbA3Rfx2dBlEj,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,1,robot,Notify Doctor
R_2RPbA3Rfx2dBlEj,Q3_1_4,Unsure,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Unsure,True,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,0,nurse,Repeat
R_2RPbA3Rfx2dBlEj,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,1,robot,Repeat
R_2RPbA3Rfx2dBlEj,Q3_1_5,Unsure,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,0,nurse,Refuse Dinner
R_2RPbA3Rfx2dBlEj,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,0,robot,Refuse Dinner
R_2RPbA3Rfx2dBlEj,Q3_1_6,Not Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,-1,nurse,No TV
R_2RPbA3Rfx2dBlEj,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,0.8333333333333334,208.203.212.109,1985,White,Male,36.0,0,robot,No TV
R_3KNoxVWt9DcQy81,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Permissible,True,0.8333333333333334,200.7.119.55,2002,White,Male,19.0,1,nurse,Accept
R_3KNoxVWt9DcQy81,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Unsure,True,0.8333333333333334,200.7.119.55,2002,White,Male,19.0,0,robot,Accept
R_3KNoxVWt9DcQy81,Q3_1_2,Unsure,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,False,0.8333333333333334,200.7.119.55,2002,White,Male,19.0,0,nurse,Notify Trusted
R_3KNoxVWt9DcQy81,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,0.8333333333333334,200.7.119.55,2002,White,Male,19.0,1,robot,Notify Trusted
R_3KNoxVWt9DcQy81,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,0.8333333333333334,200.7.119.55,2002,White,Male,19.0,1,nurse,Notify Doctor
R_3KNoxVWt9DcQy81,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,0.8333333333333334,200.7.119.55,2002,White,Male,19.0,1,robot,Notify Doctor
R_3KNoxVWt9DcQy81,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,0.8333333333333334,200.7.119.55,2002,White,Male,19.0,1,nurse,Repeat
R_3KNoxVWt9DcQy81,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,0.8333333333333334,200.7.119.55,2002,White,Male,19.0,1,robot,Repeat
R_3KNoxVWt9DcQy81,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,0.8333333333333334,200.7.119.55,2002,White,Male,19.0,-1,nurse,Refuse Dinner
