ResponseId,variable,rating_nr,vignette_nr,actor,disease,action,response,CQ1,CQ2,CQ3,CQ1_correct,CQ2_correct,CQ3_correct,CQ_correct,Gender,BirthYear,occupation,LocationLatitude,LocationLongitude,IPAddress,accuracy,Actor,Action,Rating,Medical Condition,Stage,Condition
R_2PqhMG85Ly5X962,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,0,1997,1,40.43440246582,-80.024803161621,150.212.127.104,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_3RsHOFEUUyBndhK,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,0,1982,2,26.665802001953,-81.748001098633,69.138.143.146,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_2rCKTZicvBPTNw6,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,1,1988,2,39.726501464844,-94.73220062255899,198.199.190.140,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_2w4s0L1S2I2IUW2,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,1,1989,2,38.66569519043,-90.323097229004,99.203.93.172,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_2sX4wl2Z6EnuufB,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,1,1981,3,47.489105224609006,-122.29080200195,174.21.71.27,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_1LhQypQ2JwvCimz,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,1,1989,2,28.495895385742003,-81.238800048828,199.227.2.5,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_Z4NWKyVntTtBczL,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,1,1975,2,14.586502075195,121.037109375,112.201.125.221,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_2Wuo25C8Us07KKf,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,2,Rob,Accept,Anx,True,True,True,True,1,1988,1,33.435699462891,-111.91709899902,70.176.114.11,1.0,Robot,Accept,2,Anxiety,Rating 1,Anxiety
R_2TYGJOCO0aZJqd9,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,-3,Rob,Accept,Anx,True,True,True,True,0,1985,5,37.365005493164,-79.309898376465,184.170.80.48,1.0,Robot,Accept,-3,Anxiety,Rating 1,Anxiety
R_2VHEyAPsRtUEhPf,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,0,1992,2,40.102996826171996,-74.941497802734,75.147.69.30,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_vAKws0CZnDf9jRT,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1981,5,36.039703369141,-114.98190307616998,70.189.224.54,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_3izpx9OULt6fbL0,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1984,3,44.972900390625,-93.287300109863,174.219.16.249,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_8AI52GKK3SpCwal,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,-1,Rob,Accept,Anx,True,True,True,True,1,1996,2,41.063095092773,-76.980499267578,173.184.110.214,1.0,Robot,Accept,-1,Anxiety,Rating 1,Anxiety
R_2cb95bdFXGezsle,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1979,2,42.015197753906,-87.990097045898,174.198.15.111,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_245G8oEJFLK0x4V,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,0,1983,2,40.006301879883,-76.590400695801,146.186.82.73,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_r1GtgZ5Ye1rF3mV,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,2,Rob,Accept,Anx,True,True,True,True,0,1990,2,40.004806518555,-83.024200439453,128.146.182.47,1.0,Robot,Accept,2,Anxiety,Rating 1,Anxiety
R_21iV2G5gepwgiaP,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,1,1989,2,43.007904052734006,-71.495002746582,75.147.39.21,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_3qIMa22G9LlHZ53,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,2,Rob,Accept,Anx,True,True,True,True,1,1957,2,33.856002807617,-84.212898254395,45.19.1.0,1.0,Robot,Accept,2,Anxiety,Rating 1,Anxiety
R_3HuJI3vLojKDkLb,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1963,3,36.693496704102,-94.145401000977,97.75.248.100,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_3jTByEKHreuH11P,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,1,1975,2,38.272399902344,-77.59320068359399,71.171.84.56,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_2QmtTdrFSjeb4fU,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,0,1972,3,39.016296386719,-84.598098754883,96.28.19.26,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_Ui34IKGZqfki7a9,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,-1,Rob,Accept,Anx,True,True,True,True,0,1969,2,40.589996337891,-73.644599914551,74.101.106.108,1.0,Robot,Accept,-1,Anxiety,Rating 1,Anxiety
R_2EE2B9zaRUEDhG1,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,0,1980,2,39.46110534668,-83.81719970703101,71.67.137.98,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_3NNU90ZFHdcuJ3H,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,0,1984,3,33.956207275391,-83.987998962402,24.159.98.19,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_3EGQIOElnrz4q2t,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1978,3,30.429794311523,-90.89990234375,108.81.67.197,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_Uyzww057EO26Czv,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1992,3,10.316696166992001,-72.31670379638699,190.124.31.23,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_1oA7Rmx3ktcjVEH,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,-3,Rob,Accept,Anx,True,True,True,True,0,1976,2,40.935394287109,-75.840599060059,74.214.35.215,1.0,Robot,Accept,-3,Anxiety,Rating 1,Anxiety
R_3KAtygaSerIxMUj,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1994,2,37.790496826171996,-85.48480224609399,108.245.152.51,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_5AucBudiYkO5OBH,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,1,1988,2,32.520599365234,-92.10659790039101,107.141.7.113,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_3dDFyqYB8iFyGpw,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,1,1987,3,38.112899780273,-122.13310241699,104.176.6.160,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_Xq5g3wbvoSCSEyl,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,-3,Rob,Accept,Anx,True,True,True,True,1,1987,5,43.24560546875,-75.480201721191,67.241.46.125,1.0,Robot,Accept,-3,Anxiety,Rating 1,Anxiety
R_1kF7tnhNtdi2wFW,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,2,Rob,Accept,Anx,True,True,True,True,1,1990,2,32.291198730469,-90.18440246581999,167.160.123.19,1.0,Robot,Accept,2,Anxiety,Rating 1,Anxiety
R_ulSHCXeLuNkWAal,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,1,1988,2,40.622406005859,-79.145401000977,67.165.90.21,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_1kNcqc075E8xdDH,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,-3,Rob,Accept,Anx,True,True,True,True,0,1973,2,36.312606811523,-95.61609649658199,67.54.129.249,1.0,Robot,Accept,-3,Anxiety,Rating 1,Anxiety
R_sLu5mllvXbrmYU1,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1991,2,39.645599365234,-79.94329833984399,157.182.121.252,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_3Hi5gKNPjgqADDH,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,1,1991,2,13.75,100.46670532226999,49.230.17.196,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_1rHPw3oRqRp3lsl,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1995,2,33.400100708008,-111.92900085449,72.201.98.101,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_1P1Qfz7PudkCxYX,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,1,1987,2,39.423797607421996,-75.257698059082,209.156.113.194,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_YbooIcF26B1M2Rj,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,-2,Rob,Accept,Anx,True,True,True,True,1,1992,2,30.370300292969,-81.587196350098,104.3.176.117,1.0,Robot,Accept,-2,Anxiety,Rating 1,Anxiety
R_3NLnaSIrbLIcuk2,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,3,Rob,Accept,Anx,True,True,True,True,0,1988,2,39.158798217773,-75.494102478027,76.111.151.115,1.0,Robot,Accept,3,Anxiety,Rating 1,Anxiety
R_2EbprvFcw2ydB4T,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,0,1990,2,24.905593872070003,67.08219909668,45.116.232.2,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_30hOsB1hO9dDBXm,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,2,Rob,Accept,Anx,True,True,True,True,1,1990,1,33.117599487305,-117.16500091553002,75.80.18.166,1.0,Robot,Accept,2,Anxiety,Rating 1,Anxiety
R_1FJ1BEjdHcBSh2a,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,1,Rob,Accept,Anx,True,True,True,True,0,1969,3,35.871307373046996,-84.983497619629,24.158.165.151,1.0,Robot,Accept,1,Anxiety,Rating 1,Anxiety
R_2XhftvQmvs15Oa8,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,-2,Rob,Accept,Anx,True,True,True,True,1,1979,2,35.170501708984,-85.209503173828,12.204.222.254,1.0,Robot,Accept,-2,Anxiety,Rating 1,Anxiety
R_2sZmOLzxyslMWLc,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,2,Rob,Accept,Anx,True,True,True,True,0,1971,2,33.408294677734,-84.30419921875,108.215.122.164,1.0,Robot,Accept,2,Anxiety,Rating 1,Anxiety
R_3FOhO90ALQaDbv6,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,1,1988,3,41.383193969727,-89.146102905273,98.213.21.48,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_3Gv056KJ4nepwO0,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,0,Rob,Accept,Anx,True,True,True,True,1,1967,2,39.72900390625,-104.95279693604,71.229.155.164,1.0,Robot,Accept,0,Anxiety,Rating 1,Anxiety
R_3DuXFS8HMITWlHv,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,2,Rob,Accept,Anx,True,True,True,True,1,1976,5,41.604507446289,-87.99559783935499,107.219.126.149,1.0,Robot,Accept,2,Anxiety,Rating 1,Anxiety
R_3MyruPbmovhwe8k,A1_1_Rob_Anx_Accept,1,1,Rob,Anx,Accept,2,Rob,Accept,Anx,True,True,True,True,1,1993,2,40.60090637207,-73.939697265625,96.250.62.179,1.0,Robot,Accept,2,Anxiety,Rating 1,Anxiety
