ResponseId,variable,value,picture_order,side,action_nr,actor,actions,action_short,attention_response,attention_correct_x,attention_correct_y,IPAddress,BirthYear,Ethnicity,Gender,Age,Rating,Actor,Action
R_3kH3D3nATEkgL3V,Q3_1_6,Not Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,0.8333333333333334,129.137.96.4,2002,White,Male,19.0,-1,nurse,No TV
R_3kH3D3nATEkgL3V,Q3_2_6,Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,0.8333333333333334,129.137.96.4,2002,White,Male,19.0,1,robot,No TV
R_1gLPQspIWhlNHZO,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,129.137.96.4,2002,White,Male,19.0,1,nurse,Accept
R_1gLPQspIWhlNHZO,Q3_2_1,Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,129.137.96.4,2002,White,Male,19.0,1,robot,Accept
R_1gLPQspIWhlNHZO,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.4,2002,White,Male,19.0,1,nurse,Notify Trusted
R_1gLPQspIWhlNHZO,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.4,2002,White,Male,19.0,1,robot,Notify Trusted
R_1gLPQspIWhlNHZO,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,129.137.96.4,2002,White,Male,19.0,1,nurse,Notify Doctor
R_1gLPQspIWhlNHZO,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,129.137.96.4,2002,White,Male,19.0,1,robot,Notify Doctor
R_1gLPQspIWhlNHZO,Q3_1_4,Not Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.4,2002,White,Male,19.0,-1,nurse,Repeat
R_1gLPQspIWhlNHZO,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,129.137.96.4,2002,White,Male,19.0,1,robot,Repeat
R_1gLPQspIWhlNHZO,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.4,2002,White,Male,19.0,-1,nurse,Refuse Dinner
R_1gLPQspIWhlNHZO,Q3_2_5,Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.4,2002,White,Male,19.0,1,robot,Refuse Dinner
R_1gLPQspIWhlNHZO,Q3_1_6,Not Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Not Permissible,True,1.0,129.137.96.4,2002,White,Male,19.0,-1,nurse,No TV
R_1gLPQspIWhlNHZO,Q3_2_6,Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,Permissible,True,1.0,129.137.96.4,2002,White,Male,19.0,1,robot,No TV
R_DofrAuXnqUJVtJf,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,72.49.24.222,2000,White,Male,21.0,-1,nurse,Accept
R_DofrAuXnqUJVtJf,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,72.49.24.222,2000,White,Male,21.0,-1,robot,Accept
R_DofrAuXnqUJVtJf,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,72.49.24.222,2000,White,Male,21.0,1,nurse,Notify Trusted
R_DofrAuXnqUJVtJf,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,72.49.24.222,2000,White,Male,21.0,1,robot,Notify Trusted
R_DofrAuXnqUJVtJf,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,72.49.24.222,2000,White,Male,21.0,1,nurse,Notify Doctor
R_DofrAuXnqUJVtJf,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,72.49.24.222,2000,White,Male,21.0,1,robot,Notify Doctor
R_DofrAuXnqUJVtJf,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,72.49.24.222,2000,White,Male,21.0,1,nurse,Repeat
R_DofrAuXnqUJVtJf,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,72.49.24.222,2000,White,Male,21.0,1,robot,Repeat
R_DofrAuXnqUJVtJf,Q3_1_5,Unsure,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,72.49.24.222,2000,White,Male,21.0,0,nurse,Refuse Dinner
R_DofrAuXnqUJVtJf,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,72.49.24.222,2000,White,Male,21.0,-1,robot,Refuse Dinner
R_DofrAuXnqUJVtJf,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,72.49.24.222,2000,White,Male,21.0,1,nurse,No TV
R_DofrAuXnqUJVtJf,Q3_2_6,Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,72.49.24.222,2000,White,Male,21.0,1,robot,No TV
R_1eQrQWPq7TqiNke,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,24.26.39.181,1997,White,Male,24.0,1,nurse,Accept
R_1eQrQWPq7TqiNke,Q3_2_1,Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,24.26.39.181,1997,White,Male,24.0,1,robot,Accept
R_1eQrQWPq7TqiNke,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,24.26.39.181,1997,White,Male,24.0,1,nurse,Notify Trusted
R_1eQrQWPq7TqiNke,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,24.26.39.181,1997,White,Male,24.0,1,robot,Notify Trusted
R_1eQrQWPq7TqiNke,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,24.26.39.181,1997,White,Male,24.0,1,nurse,Notify Doctor
R_1eQrQWPq7TqiNke,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,24.26.39.181,1997,White,Male,24.0,1,robot,Notify Doctor
R_1eQrQWPq7TqiNke,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,1.0,24.26.39.181,1997,White,Male,24.0,1,nurse,Repeat
R_1eQrQWPq7TqiNke,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,1.0,24.26.39.181,1997,White,Male,24.0,1,robot,Repeat
R_1eQrQWPq7TqiNke,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,24.26.39.181,1997,White,Male,24.0,-1,nurse,Refuse Dinner
R_1eQrQWPq7TqiNke,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,24.26.39.181,1997,White,Male,24.0,-1,robot,Refuse Dinner
R_1eQrQWPq7TqiNke,Q3_1_6,Not Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Not Permissible,True,1.0,24.26.39.181,1997,White,Male,24.0,-1,nurse,No TV
R_1eQrQWPq7TqiNke,Q3_2_6,Not Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,Not Permissible,True,1.0,24.26.39.181,1997,White,Male,24.0,-1,robot,No TV
R_43cafiyQMWHA8cp,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,24.106.123.19,2003,Black or African American,Female,18.0,-1,nurse,Accept
R_43cafiyQMWHA8cp,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Unsure,True,1.0,24.106.123.19,2003,Black or African American,Female,18.0,0,robot,Accept
R_43cafiyQMWHA8cp,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,24.106.123.19,2003,Black or African American,Female,18.0,1,nurse,Notify Trusted
R_43cafiyQMWHA8cp,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,24.106.123.19,2003,Black or African American,Female,18.0,1,robot,Notify Trusted
R_43cafiyQMWHA8cp,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,24.106.123.19,2003,Black or African American,Female,18.0,1,nurse,Notify Doctor
R_43cafiyQMWHA8cp,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,24.106.123.19,2003,Black or African American,Female,18.0,1,robot,Notify Doctor
R_43cafiyQMWHA8cp,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,24.106.123.19,2003,Black or African American,Female,18.0,1,nurse,Repeat
R_43cafiyQMWHA8cp,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,24.106.123.19,2003,Black or African American,Female,18.0,1,robot,Repeat
R_43cafiyQMWHA8cp,Q3_1_5,Unsure,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,24.106.123.19,2003,Black or African American,Female,18.0,0,nurse,Refuse Dinner
R_43cafiyQMWHA8cp,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,24.106.123.19,2003,Black or African American,Female,18.0,0,robot,Refuse Dinner
R_43cafiyQMWHA8cp,Q3_1_6,Unsure,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,24.106.123.19,2003,Black or African American,Female,18.0,0,nurse,No TV
R_43cafiyQMWHA8cp,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,24.106.123.19,2003,Black or African American,Female,18.0,0,robot,No TV
R_3FJ7KwOmGb8U9vZ,Q3_1_1,Not Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,-1,nurse,Accept
R_3FJ7KwOmGb8U9vZ,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,-1,robot,Accept
R_3FJ7KwOmGb8U9vZ,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.19,2002,White,Male,19.0,1,nurse,Notify Trusted
R_3FJ7KwOmGb8U9vZ,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,129.137.96.19,2002,White,Male,19.0,1,robot,Notify Trusted
R_3FJ7KwOmGb8U9vZ,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,1,nurse,Notify Doctor
R_3FJ7KwOmGb8U9vZ,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,1,robot,Notify Doctor
R_3FJ7KwOmGb8U9vZ,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,1,nurse,Repeat
R_3FJ7KwOmGb8U9vZ,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,129.137.96.19,2002,White,Male,19.0,1,robot,Repeat
R_3FJ7KwOmGb8U9vZ,Q3_1_5,Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.19,2002,White,Male,19.0,1,nurse,Refuse Dinner
R_3FJ7KwOmGb8U9vZ,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,129.137.96.19,2002,White,Male,19.0,0,robot,Refuse Dinner
R_3FJ7KwOmGb8U9vZ,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,129.137.96.19,2002,White,Male,19.0,1,nurse,No TV
R_3FJ7KwOmGb8U9vZ,Q3_2_6,Unsure,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,129.137.96.19,2002,White,Male,19.0,0,robot,No TV
R_pcK6XfzIZEdd2Ip,Q3_1_1,Unsure,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Not Permissible,False,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,0,nurse,Accept
R_pcK6XfzIZEdd2Ip,Q3_2_1,Not Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Not Permissible,True,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,-1,robot,Accept
R_pcK6XfzIZEdd2Ip,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,1,nurse,Notify Trusted
R_pcK6XfzIZEdd2Ip,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,1,robot,Notify Trusted
R_pcK6XfzIZEdd2Ip,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,1,nurse,Notify Doctor
R_pcK6XfzIZEdd2Ip,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,1,robot,Notify Doctor
R_pcK6XfzIZEdd2Ip,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,,False,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,1,nurse,Repeat
R_pcK6XfzIZEdd2Ip,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,,False,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,1,robot,Repeat
R_pcK6XfzIZEdd2Ip,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,-1,nurse,Refuse Dinner
R_pcK6XfzIZEdd2Ip,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,-1,robot,Refuse Dinner
R_pcK6XfzIZEdd2Ip,Q3_1_6,Not Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,-1,nurse,No TV
R_pcK6XfzIZEdd2Ip,Q3_2_6,Not Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,0.8333333333333334,129.137.96.8,2003,White,Male,18.0,-1,robot,No TV
R_2QKxEb2DwnLfgjQ,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,208.102.163.222,2001,White,Male,20.0,1,nurse,Accept
R_2QKxEb2DwnLfgjQ,Q3_2_1,Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,208.102.163.222,2001,White,Male,20.0,1,robot,Accept
R_2QKxEb2DwnLfgjQ,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,208.102.163.222,2001,White,Male,20.0,1,nurse,Notify Trusted
R_2QKxEb2DwnLfgjQ,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,208.102.163.222,2001,White,Male,20.0,1,robot,Notify Trusted
R_2QKxEb2DwnLfgjQ,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,208.102.163.222,2001,White,Male,20.0,1,nurse,Notify Doctor
R_2QKxEb2DwnLfgjQ,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,208.102.163.222,2001,White,Male,20.0,1,robot,Notify Doctor
R_2QKxEb2DwnLfgjQ,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,208.102.163.222,2001,White,Male,20.0,1,nurse,Repeat
R_2QKxEb2DwnLfgjQ,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,208.102.163.222,2001,White,Male,20.0,1,robot,Repeat
R_2QKxEb2DwnLfgjQ,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,208.102.163.222,2001,White,Male,20.0,-1,nurse,Refuse Dinner
R_2QKxEb2DwnLfgjQ,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,208.102.163.222,2001,White,Male,20.0,-1,robot,Refuse Dinner
R_2QKxEb2DwnLfgjQ,Q3_1_6,Not Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,208.102.163.222,2001,White,Male,20.0,-1,nurse,No TV
R_2QKxEb2DwnLfgjQ,Q3_2_6,Not Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,208.102.163.222,2001,White,Male,20.0,-1,robot,No TV
R_2UXViVYwLdeL6nC,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,75.81.229.129,2003,White,Female,18.0,1,nurse,Accept
R_2UXViVYwLdeL6nC,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,75.81.229.129,2003,White,Female,18.0,0,robot,Accept
R_2UXViVYwLdeL6nC,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,75.81.229.129,2003,White,Female,18.0,1,nurse,Notify Trusted
R_2UXViVYwLdeL6nC,Q3_2_2,Unsure,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,75.81.229.129,2003,White,Female,18.0,0,robot,Notify Trusted
R_2UXViVYwLdeL6nC,Q3_1_3,Unsure,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,Unsure,True,1.0,75.81.229.129,2003,White,Female,18.0,0,nurse,Notify Doctor
R_2UXViVYwLdeL6nC,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,Permissible,True,1.0,75.81.229.129,2003,White,Female,18.0,1,robot,Notify Doctor
R_2UXViVYwLdeL6nC,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,75.81.229.129,2003,White,Female,18.0,1,nurse,Repeat
R_2UXViVYwLdeL6nC,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,75.81.229.129,2003,White,Female,18.0,1,robot,Repeat
R_2UXViVYwLdeL6nC,Q3_1_5,Unsure,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Unsure,True,1.0,75.81.229.129,2003,White,Female,18.0,0,nurse,Refuse Dinner
R_2UXViVYwLdeL6nC,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,75.81.229.129,2003,White,Female,18.0,-1,robot,Refuse Dinner
R_2UXViVYwLdeL6nC,Q3_1_6,Not Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,75.81.229.129,2003,White,Female,18.0,-1,nurse,No TV
R_2UXViVYwLdeL6nC,Q3_2_6,Not Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,75.81.229.129,2003,White,Female,18.0,-1,robot,No TV
R_3lzdRVGxjYLIl1z,Q3_1_1,Unsure,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,,False,1.0,24.208.218.20,2003,White,Male,18.0,0,nurse,Accept
R_3lzdRVGxjYLIl1z,Q3_2_1,Unsure,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,,False,1.0,24.208.218.20,2003,White,Male,18.0,0,robot,Accept
R_3lzdRVGxjYLIl1z,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,24.208.218.20,2003,White,Male,18.0,1,nurse,Notify Trusted
R_3lzdRVGxjYLIl1z,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,Permissible,True,1.0,24.208.218.20,2003,White,Male,18.0,1,robot,Notify Trusted
R_3lzdRVGxjYLIl1z,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,24.208.218.20,2003,White,Male,18.0,1,nurse,Notify Doctor
R_3lzdRVGxjYLIl1z,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,24.208.218.20,2003,White,Male,18.0,1,robot,Notify Doctor
R_3lzdRVGxjYLIl1z,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,24.208.218.20,2003,White,Male,18.0,1,nurse,Repeat
R_3lzdRVGxjYLIl1z,Q3_2_4,Permissible,Q3,2,4,robot,repeat the request to take the medication,Repeat,Permissible,True,1.0,24.208.218.20,2003,White,Male,18.0,1,robot,Repeat
R_3lzdRVGxjYLIl1z,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,24.208.218.20,2003,White,Male,18.0,-1,nurse,Refuse Dinner
R_3lzdRVGxjYLIl1z,Q3_2_5,Not Permissible,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,Not Permissible,True,1.0,24.208.218.20,2003,White,Male,18.0,-1,robot,Refuse Dinner
R_3lzdRVGxjYLIl1z,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,,False,1.0,24.208.218.20,2003,White,Male,18.0,1,nurse,No TV
R_3lzdRVGxjYLIl1z,Q3_2_6,Permissible,Q3,2,6,robot,to not let Robert watch TV,No TV,,False,1.0,24.208.218.20,2003,White,Male,18.0,1,robot,No TV
R_3nVORAANxyR82Uw,Q3_1_1,Permissible,Q3,1,1,nurse,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,173.88.151.185,2002,White,Female,19.0,1,nurse,Accept
R_3nVORAANxyR82Uw,Q3_2_1,Permissible,Q3,2,1,robot,accept Roberts's decision to not take the medication,Accept,Permissible,True,1.0,173.88.151.185,2002,White,Female,19.0,1,robot,Accept
R_3nVORAANxyR82Uw,Q3_1_2,Permissible,Q3,1,2,nurse,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,173.88.151.185,2002,White,Female,19.0,1,nurse,Notify Trusted
R_3nVORAANxyR82Uw,Q3_2_2,Permissible,Q3,2,2,robot,notify a trusted person selected by Robert,Notify Trusted,,False,1.0,173.88.151.185,2002,White,Female,19.0,1,robot,Notify Trusted
R_3nVORAANxyR82Uw,Q3_1_3,Permissible,Q3,1,3,nurse,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,173.88.151.185,2002,White,Female,19.0,1,nurse,Notify Doctor
R_3nVORAANxyR82Uw,Q3_2_3,Permissible,Q3,2,3,robot,notify Robert's doctor about his decision,Notify Doctor,,False,1.0,173.88.151.185,2002,White,Female,19.0,1,robot,Notify Doctor
R_3nVORAANxyR82Uw,Q3_1_4,Permissible,Q3,1,4,nurse,repeat the request to take the medication,Repeat,Permissible,True,1.0,173.88.151.185,2002,White,Female,19.0,1,nurse,Repeat
R_3nVORAANxyR82Uw,Q3_2_4,Unsure,Q3,2,4,robot,repeat the request to take the medication,Repeat,Unsure,True,1.0,173.88.151.185,2002,White,Female,19.0,0,robot,Repeat
R_3nVORAANxyR82Uw,Q3_1_5,Not Permissible,Q3,1,5,nurse,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,173.88.151.185,2002,White,Female,19.0,-1,nurse,Refuse Dinner
R_3nVORAANxyR82Uw,Q3_2_5,Unsure,Q3,2,5,robot,refuse to serve dinner until the medication is taken,Refuse Dinner,,False,1.0,173.88.151.185,2002,White,Female,19.0,0,robot,Refuse Dinner
R_3nVORAANxyR82Uw,Q3_1_6,Permissible,Q3,1,6,nurse,to not let Robert watch TV,No TV,Permissible,True,1.0,173.88.151.185,2002,White,Female,19.0,1,nurse,No TV
